offerdate,sold_premium,offered_premium,purchase_price,purchase_date,item age,pricing_point,predictedconversionrate,plan_flag,plan_count,plansactive_lastyear_count,planscancelled_lastyear_count,claims_count,claim_amount,price_diff,IsModel,sale_flag,base_rate,manufacturerbrandname_enc,itemcategoryname_enc,itemsupercategorycode_enc
13/04/2023,47.76,47.76,300,24/03/2023,20,@22%,0.1,0,0,0,0,0,0,0.236024845,Yes,1,38.64,89,11,1
16/04/2023,,43.8,399,22/03/2023,25,ASIS FEE,1,0,0,0,0,0,0,0,No,0,43.8,21,25,2
10/03/2023,,32.28,300,24/02/2023,14,@23%,0.21,0,0,0,0,0,0,-0.069204152,Yes,0,34.68,34,9,2
11/04/2023,69.72,69.72,300,10/04/2023,1,@22%,0.14,0,0,0,0,0,0,0.19301848,Yes,1,58.44,56,37,4
02/04/2023,,48.12,439.99,21/03/2023,12,@22%,0.12,0,0,0,0,0,0,0.16909621,Yes,0,41.16,129,24,2
17/03/2023,60.96,60.96,275,17/03/2023,0,@23%,0.12,0,0,0,0,0,0,-0.043314501,Yes,1,63.72,7,37,4
15/03/2023,,63.6,300,08/03/2023,7,@22%,0.2,0,0,0,0,0,0,0.088295688,Yes,0,58.44,17,37,4
01/03/2023,62.28,62.28,299,17/02/2023,12,@22%,0.12,0,0,0,0,0,0,-0.02259887,Yes,1,63.72,7,37,4
11/04/2023,,32.4,300,06/04/2023,5,@22%,0.13,0,0,0,0,0,0,0.221719457,Yes,0,26.52,0,19,2
19/04/2023,,93,999,19/04/2023,0,@23%,0.27,1,1,3,2,1,121,0.298157454,Yes,0,71.64,74,16,12
01/04/2023,,47.76,200,04/04/2023,-3,@22%,0.12,0,0,0,0,0,0,0.039164491,Yes,0,45.96,62,11,1
23/03/2023,,99.12,390,23/03/2023,0,@22%,0.11,0,0,0,0,0,0,0.298742138,Yes,0,76.32,16,36,4
12/04/2023,27,27,699,22/02/2023,49,@23%,0.34,0,0,1,1,0,0,-0.154135338,Yes,1,31.92,89,19,2
17/03/2023,,47.76,449.99,17/03/2023,0,@22%,0.15,0,0,0,0,0,0,0.067024129,Yes,0,44.76,57,25,2
23/03/2023,,48.12,300,29/12/2022,84,@22%,0.27,0,0,1,1,,,-0.047505938,Yes,0,50.52,17,16,12
03/04/2023,,105.24,1049,27/03/2023,7,ASIS FEE,1,0,0,0,0,0,0,0,No,0,105.24,74,34,3
08/03/2023,,34.68,250,23/02/2023,13,@23%,0.05,0,0,0,0,0,0,0,Yes,0,34.68,86,32,13
20/04/2023,,48.24,389,17/04/2023,3,@22%,0.08,0,0,0,0,0,0,-0.017114914,Yes,0,49.08,7,16,12
03/03/2023,,50.16,315.26,03/03/2023,0,@22%,0.1,0,0,0,0,0,0,0.298136646,Yes,0,38.64,56,15,12
10/03/2023,,59.64,300,10/03/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,0,59.64,57,37,4
27/03/2023,48.24,48.24,460.79,20/03/2023,7,@23%,0.1,0,0,0,0,0,0,0.210843373,Yes,1,39.84,8,19,2
13/04/2023,47.76,47.76,369,06/04/2023,7,@23%,0.15,0,0,0,0,0,0,-0.024509804,Yes,1,48.96,54,16,12
03/03/2023,,49.68,352.38,27/01/2023,35,@22%,0.11,0,0,0,0,0,0,0.285714286,Yes,0,38.64,7,15,12
07/03/2023,,47.76,79.99,05/03/2023,2,@22%,0.19,0,0,0,0,0,0,0.28802589,Yes,0,37.08,74,4,0
13/03/2023,50.76,50.76,300,28/03/2021,715,@23%,0.83,1,2,3,1,0,0,0.125,Yes,1,45.12,129,16,12
24/03/2023,,48.72,502.71,28/03/2023,-4,ASIS FEE,1,1,5,8,1,1,93.75,0,No,0,48.72,57,12,4
03/03/2023,,48.12,699,28/01/2023,34,@23%,0.11,0,0,0,0,,,0.036175711,Yes,0,46.44,74,12,4
05/04/2023,,69.72,377.99,25/03/2023,11,@22%,0.2,0,0,0,0,0,0,0.096226415,Yes,0,63.6,62,37,4
10/03/2023,,69.72,391.67,03/03/2023,7,@22%,0.2,0,0,0,0,0,0,0.096226415,Yes,0,63.6,57,37,4
08/04/2023,,44.28,290,08/04/2023,0,@22%,0.14,0,0,0,0,0,0,0.05730659,Yes,0,41.88,57,25,2
27/03/2023,53.4,53.4,369.99,27/03/2023,0,@22%,0.08,0,0,0,0,0,0,0.037296037,Yes,1,51.48,57,11,1
03/04/2023,,34.92,530,03/11/2022,151,@23%,0.25,0,0,0,0,0,0,-0.033222591,Yes,0,36.12,54,15,12
04/04/2023,,53.4,255,04/04/2023,0,@22%,0.14,0,0,0,0,0,0,0.096059113,Yes,0,48.72,62,12,4
19/04/2023,60.96,60.96,289.99,16/04/2023,3,@22%,0.18,0,0,0,0,0,0,0.022132797,Yes,1,59.64,57,37,4
15/03/2023,34.92,34.92,189.99,25/02/2023,18,@22%,0.13,0,0,0,0,0,0,-0.067307692,Yes,1,37.44,107,24,2
07/03/2023,,57.24,479.99,06/01/2023,60,ASIS FEE,1,0,0,0,0,0,0,0,No,0,57.24,74,34,3
10/03/2023,,77.88,395.58,10/03/2023,0,ASIS FEE,1,1,1,2,1,2,32,0,No,0,77.88,107,34,3
31/03/2023,69.72,69.72,449,25/03/2023,6,@22%,0.06,0,0,0,0,0,0,0.048736462,Yes,1,66.48,56,36,4
04/04/2023,69.72,69.72,500,20/07/2022,258,@22%,0.25,0,0,0,0,0,0,0.048736462,Yes,1,66.48,56,36,4
13/04/2023,41.88,41.88,699,13/04/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,1,41.88,57,8,2
30/03/2023,,69.72,300,25/03/2023,5,@23%,0.14,0,0,0,0,0,0,0.19301848,Yes,0,58.44,56,37,4
14/04/2023,49.68,49.68,275.13,07/12/2022,128,@23%,0.12,0,0,0,0,0,0,0.012224939,Yes,1,49.08,7,12,4
24/03/2023,,48.12,433,24/03/2023,0,@23%,0.11,0,0,0,0,0,0,0.005012531,Yes,0,47.88,17,12,4
08/04/2023,,69.72,300,31/03/2023,8,@23%,0.2,0,0,0,0,0,0,0.139215686,Yes,0,61.2,129,37,4
08/03/2023,,52.68,313.56,22/02/2023,14,@22%,0.15,0,0,0,0,0,0,0.081280788,Yes,0,48.72,62,12,4
02/03/2023,,48.12,369.99,17/02/2023,13,@23%,0.11,0,0,0,0,0,0,-0.065268065,Yes,0,51.48,57,11,1
28/02/2023,48.24,48.24,309.99,23/02/2023,5,@23%,0.08,0,0,0,0,0,0,0.049608355,Yes,1,45.96,62,11,1
03/03/2023,,48.12,300,03/03/2023,0,@23%,0.06,0,0,0,0,0,0,0.066489362,Yes,0,45.12,0,11,1
12/04/2023,,48.12,637,31/03/2023,12,@23%,0.14,0,0,0,0,0,0,0.066489362,Yes,0,45.12,129,16,12
27/03/2023,27.84,27.84,300,19/08/2022,220,ASIS FEE,1,0,0,0,0,0,0,0,No,1,27.84,12,9,2
28/03/2023,,47.76,300,24/02/2023,32,@22%,0.13,0,0,0,0,0,0,0.058510638,Yes,0,45.12,34,11,1
21/03/2023,53.4,53.4,270,21/03/2023,0,@22%,0.43,1,2,2,0,0,0,0.202702703,Yes,1,44.4,16,16,12
11/04/2023,,86.4,1200,20/12/2022,112,@22%,0.24,1,2,5,3,0,0,0.299638989,Yes,0,66.48,111,8,2
27/03/2023,,48.12,558.81,16/03/2023,11,@23%,0.13,0,0,0,0,0,0,0.066489362,Yes,0,45.12,73,8,2
24/03/2023,,32.52,1129,18/05/2022,310,@23%,0.3,0,0,0,0,0,0,-0.062283737,Yes,0,34.68,0,15,12
11/04/2023,,47.76,200,17/04/2023,-6,@23%,0.16,0,0,0,0,0,0,0.039164491,Yes,0,45.96,62,16,12
15/03/2023,69.72,69.72,150,15/02/2022,393,@23%,0.45,0,0,0,0,0,0,0.169014085,Yes,1,59.64,57,37,4
05/04/2023,,44.28,245,04/04/2023,1,@23%,0.11,0,0,0,0,0,0,0.125,Yes,0,39.36,62,14,12
13/04/2023,,44.28,300,13/04/2023,0,@23%,0.4,1,1,2,1,0,0,0.05730659,Yes,0,41.88,62,8,2
15/04/2023,,66.48,450,15/02/2023,59,ASIS FEE,1,0,0,0,0,0,0,0,No,0,66.48,56,37,4
13/03/2023,57.72,57.72,280,13/03/2021,730,@22%,0.81,1,2,2,0,1,122.32,0.016913319,Yes,1,56.76,107,37,4
28/03/2023,,48.24,289.99,28/03/2023,0,@23%,0.2,0,0,0,0,0,0,-0.191146881,Yes,0,59.64,57,37,4
08/03/2023,,91.68,250,26/02/2023,10,@23%,0.14,0,0,0,0,0,0,0.299319728,Yes,0,70.56,16,37,4
10/03/2023,,69.48,324,08/03/2023,2,@23%,0.22,0,0,0,0,0,0,0.09039548,Yes,0,63.72,7,37,4
12/04/2023,,43.8,300,31/03/2023,12,@23%,0.1,0,0,0,0,0,0,0.220735786,Yes,0,35.88,7,25,2
31/03/2023,,47.76,750,03/01/2023,87,@22%,0.22,0,0,0,0,0,0,0.061333333,Yes,0,45,51,16,12
29/03/2023,,69.72,289,28/03/2023,1,@22%,0.17,0,0,0,0,0,0,0.169014085,Yes,0,59.64,57,37,4
28/02/2023,136.8,136.8,1200,23/02/2023,5,@22%,0.3,1,1,2,1,,,0.299885975,Yes,1,105.24,74,34,3
28/02/2023,,48.12,419,24/02/2023,4,@22%,0.12,0,0,0,0,0,0,-0.137634409,Yes,0,55.8,74,37,4
01/03/2023,57.72,57.72,750,28/02/2022,366,@23%,0.49,1,1,1,0,,,-0.131768953,Yes,1,66.48,56,36,4
03/03/2023,47.28,47.28,300,03/03/2023,0,@22%,0.55,1,3,4,1,0,0,0.183183183,Yes,1,39.96,127,16,12
03/04/2023,47.76,47.76,329.99,01/04/2023,2,@23%,0.47,1,2,2,0,,,0.039164491,Yes,1,45.96,57,11,1
24/04/2023,37.56,37.56,169,24/04/2022,365,@23%,0.35,0,0,0,0,0,0,-0.167553191,Yes,1,45.12,2,27,3
10/03/2023,,44.28,200,13/03/2023,-3,@23%,0.15,0,0,0,0,0,0,0.125,Yes,0,39.36,57,14,12
01/03/2023,,48.12,699,01/10/2022,151,@23%,0.14,0,0,0,0,0,0,0.16909621,Yes,0,41.16,0,25,2
07/03/2023,,69.72,479,10/01/2023,56,@22%,0.19,0,0,0,0,0,0,0.048736462,Yes,0,66.48,56,37,4
31/03/2023,,48.12,280,20/03/2023,11,@23%,0.15,0,0,0,0,0,0,0.075067024,Yes,0,44.76,129,9,2
05/04/2023,47.76,47.76,400,05/04/2023,0,@23%,0.41,1,2,3,1,1,85.03,-0.072261072,Yes,1,51.48,62,11,1
20/03/2023,,25.56,300,16/03/2023,4,@22%,0.15,0,0,0,0,0,0,-0.036199095,Yes,0,26.52,129,19,2
29/03/2023,48.24,48.24,370,15/03/2023,14,@23%,0.07,0,0,0,0,0,0,0.210843373,Yes,1,39.84,12,25,2
13/04/2023,,62.28,645,11/04/2023,2,@22%,0.1,0,0,0,0,0,0,0.272058824,Yes,0,48.96,75,16,12
23/03/2023,,69.72,331.46,21/03/2023,2,@22%,0.17,0,0,0,0,0,0,0.096226415,Yes,0,63.6,57,37,4
10/03/2023,,23.64,300,27/02/2023,11,@23%,0.23,0,0,0,0,0,0,-0.108597285,Yes,0,26.52,129,19,2
11/04/2023,53.4,53.4,300,10/12/2022,122,@23%,0.19,0,0,0,0,0,0,0.293604651,Yes,1,41.28,45,14,12
15/04/2023,,53.4,299,15/04/2023,0,@22%,0.09,0,0,0,0,,,0.161879896,Yes,0,45.96,62,11,1
13/03/2023,,69.72,379,12/03/2023,1,@22%,0.06,0,0,0,0,0,0,0.21802935,Yes,0,57.24,74,34,3
29/03/2023,,69.72,340,03/03/2023,26,@23%,0.2,0,0,0,0,0,0,0.096226415,Yes,0,63.6,57,37,4
05/04/2023,,69.72,300,22/12/2022,104,@22%,0.21,0,0,0,0,0,0,0.030141844,Yes,0,67.68,0,36,4
13/04/2023,,34.92,300,31/03/2023,13,@23%,0.12,0,0,0,0,0,0,0.093984962,Yes,0,31.92,89,19,2
16/04/2023,,48.24,200,13/04/2023,3,@22%,0.13,0,0,0,0,0,0,0.077747989,Yes,0,44.76,129,9,2
21/03/2023,,48.24,200,21/03/2023,0,@22%,0.15,0,0,0,0,0,0,-0.009852217,Yes,0,48.72,62,12,4
10/03/2023,62.28,62.28,739,27/02/2023,11,@23%,0.59,1,5,11,3,3,846.91,0.017647059,Yes,1,61.2,0,37,4
05/04/2023,,77.4,300,05/04/2023,0,@22%,0.24,0,0,1,1,0,0,0.29778672,Yes,0,59.64,57,37,4
29/03/2023,72.24,72.24,899.99,03/03/2023,26,@22%,0.2,0,0,0,0,0,0,0.180392157,Yes,1,61.2,0,37,4
09/03/2023,,48.12,300,25/01/2023,43,@23%,0.16,0,0,0,0,0,0,0.245341615,Yes,0,38.64,129,25,2
31/03/2023,,69.72,269,29/03/2023,2,@23%,0.11,0,0,0,0,0,0,0.094161959,Yes,0,63.72,7,37,4
24/03/2023,,45.6,420,22/03/2023,2,@23%,0.34,1,1,3,2,1,110.62,-0.12037037,Yes,0,51.84,129,16,12
09/03/2023,,45.72,300,03/03/2023,6,@22%,0.5,1,3,4,1,1,38,0.295918367,Yes,0,35.28,57,19,2
14/04/2023,51,51,200,17/04/2023,-3,@22%,0.11,0,0,0,0,0,0,0.295731707,Yes,1,39.36,57,14,12
29/03/2023,,69.72,301.31,29/03/2023,0,@22%,0.46,1,2,2,0,0,0,0.096226415,Yes,0,63.6,57,37,4
21/03/2023,,50.76,1200,07/03/2023,14,@23%,0.32,1,3,3,0,,,-0.236462094,Yes,0,66.48,111,8,2
23/03/2023,,48.24,339.99,09/03/2023,14,@22%,0.12,0,0,0,0,0,0,0.151862464,Yes,0,41.88,62,25,2
02/04/2023,69.72,69.72,329,08/01/2023,84,@23%,0.23,0,0,0,0,0,0,0.096226415,Yes,1,63.6,57,37,4
18/03/2023,,69.48,579.99,18/02/2023,28,@23%,0.24,0,0,0,0,0,0,0.045126354,Yes,0,66.48,56,37,4
12/03/2023,,48.12,430,10/03/2023,2,@22%,0.11,0,0,0,0,0,0,-0.137634409,Yes,0,55.8,74,37,4
23/03/2023,,66.84,355,23/03/2023,0,@22%,0.27,1,1,3,2,0,0,0.298368298,Yes,0,51.48,57,11,1
22/03/2023,,52.56,479,05/03/2023,17,@23%,0.44,1,1,5,4,1,55,-0.009049774,Yes,0,53.04,7,37,4
28/03/2023,,69.72,397,25/12/2022,93,@22%,0.22,0,0,0,0,0,0,0.048736462,Yes,0,66.48,56,37,4
19/04/2023,,47.88,200,15/02/2023,63,@22%,0.13,0,0,0,0,0,0,0.295454545,Yes,0,36.96,16,34,3
28/02/2023,,53.4,299,28/11/2022,92,@22%,0.11,0,0,0,0,0,0,0.161879896,Yes,0,45.96,62,11,1
13/03/2023,47.76,47.76,489,26/01/2022,411,@23%,0.4,0,0,0,0,0,0,-0.074418605,Yes,1,51.6,67,16,12
28/02/2023,48.12,48.12,899,13/02/2023,15,@23%,0.14,0,0,0,0,0,0,0.16909621,Yes,1,41.16,0,25,2
07/03/2023,,47.64,500,07/03/2023,0,@23%,0.34,1,1,2,1,1,85.03,0.20668693,Yes,0,39.48,30,13,7
03/04/2023,,69.72,699,31/03/2023,3,@23%,0.18,0,0,0,0,0,0,0.139215686,Yes,0,61.2,129,37,4
02/03/2023,48.24,48.24,499,25/02/2023,5,@22%,0.51,1,2,6,4,0,0,0.151862464,Yes,1,41.88,57,8,2
17/03/2023,,48.12,379,12/03/2023,5,@22%,0.06,0,0,0,0,0,0,0.218844985,Yes,0,39.48,29,13,7
13/04/2023,45,45,255,19/10/2021,541,@23%,0.84,1,4,5,1,0,0,0.297577855,Yes,1,34.68,7,14,12
31/03/2023,48.12,48.12,699,08/03/2023,23,@23%,0.5,1,3,4,1,,,0.207831325,Yes,1,39.84,12,25,2
13/03/2023,,34.92,300,13/10/2022,151,@23%,0.23,0,0,0,0,0,0,-0.058252427,Yes,0,37.08,129,25,2
09/03/2023,,48.24,300,01/01/2023,67,@23%,0.12,0,0,0,0,0,0,0.210843373,Yes,0,39.84,89,25,2
22/03/2023,,66.48,825,17/03/2023,5,ASIS FEE,1,0,0,0,0,0,0,0,No,0,66.48,129,37,4
22/03/2023,50.76,50.76,399,13/09/2022,190,@22%,0.46,1,1,2,1,,,0.125,Yes,1,45.12,7,11,1
01/03/2023,,48.12,300,01/01/2023,59,@23%,0.16,0,0,0,0,0,0,0.297734628,Yes,0,37.08,129,19,2
25/03/2023,,45.6,649.64,23/03/2023,2,@22%,0.23,0,0,1,1,0,0,-0.153674833,Yes,0,53.88,30,13,7
08/04/2023,,47.76,300,18/03/2023,21,@22%,0.14,0,0,0,0,0,0,0.28802589,Yes,0,37.08,129,19,2
28/03/2023,,32.28,300,28/02/2023,28,@22%,0.22,0,0,0,0,0,0,-0.129449838,Yes,0,37.08,129,25,2
21/03/2023,34.44,34.44,300,31/01/2023,49,@23%,0.68,1,5,7,2,1,85.03,0.298642534,Yes,1,26.52,129,19,2
17/03/2023,,51.24,300,19/02/2023,26,@22%,0.31,0,0,1,1,0,0,0.223495702,Yes,0,41.88,62,8,2
03/04/2023,,51.72,290,01/04/2023,2,@23%,0.1,0,0,0,0,0,0,0.298192771,Yes,0,39.84,56,25,2
20/04/2023,,48.24,250,28/12/2022,113,@23%,0.13,0,0,0,0,0,0,0.288461538,Yes,0,37.44,54,24,2
23/03/2023,47.76,47.76,699,23/03/2023,0,@22%,0.38,1,1,1,0,0,0,0.140401146,Yes,1,41.88,57,8,2
29/03/2023,,48.12,699.99,31/10/2022,149,@22%,0.17,0,0,0,0,0,0,0.16909621,Yes,0,41.16,129,8,2
09/03/2023,,79.44,699,06/08/2022,215,@22%,0.24,0,0,0,0,0,0,0.298039216,Yes,0,61.2,0,37,4
11/04/2023,,59.64,290,06/04/2023,5,ASIS FEE,1,0,0,0,0,0,0,0,No,0,59.64,57,37,4
08/04/2023,,47.28,340,01/04/2023,7,@22%,0.36,1,1,1,0,,,0.128939828,Yes,0,41.88,57,8,2
04/03/2023,,43.32,999,27/02/2023,5,@22%,0.12,0,0,0,0,0,0,0.016901408,Yes,0,42.6,74,2,0
04/04/2023,,34.68,250,31/03/2023,4,ASIS FEE,1,0,0,0,0,0,0,0,No,0,34.68,86,32,13
24/03/2023,,47.76,491.92,21/03/2023,3,@22%,0.33,1,1,1,0,,,-0.019704433,Yes,0,48.72,57,12,4
15/04/2023,,48.12,330.05,13/04/2023,2,@22%,0.36,1,1,2,1,,,0.148997135,Yes,0,41.88,57,24,2
03/04/2023,,47.88,190,10/03/2023,24,@22%,0.11,0,,,,0,0,0.295454545,Yes,0,36.96,16,34,3
13/04/2023,,48.12,279.99,20/02/2023,52,@22%,0.23,0,0,0,0,0,0,0.075067024,Yes,0,44.76,129,9,2
27/03/2023,69.72,69.72,282.62,27/03/2023,0,@23%,0.14,0,0,0,0,0,0,0.166666667,Yes,1,59.76,129,37,4
05/03/2023,49.56,49.56,400,09/02/2023,24,@23%,0.37,1,1,1,0,,,-0.037296037,Yes,1,51.48,57,16,12
11/04/2023,,43.32,231.12,11/04/2023,0,@23%,0.16,0,0,0,0,0,0,-0.204845815,Yes,0,54.48,7,37,4
03/04/2023,,56.64,329,25/03/2023,9,@22%,0.08,0,0,0,0,0,0,0.097674419,Yes,0,51.6,45,16,12
28/03/2023,41.16,41.16,719.99,31/01/2023,56,ASIS FEE,1,0,0,0,0,0,0,0,No,1,41.16,0,25,2
25/03/2023,,53.4,529,22/03/2023,3,@22%,0.11,0,0,0,0,0,0,0.183510638,Yes,0,45.12,129,25,2
12/04/2023,,48.12,300,10/04/2023,2,@23%,0.11,0,0,0,0,0,0,0.297734628,Yes,0,37.08,129,19,2
04/03/2023,,48.24,491.01,17/01/2023,46,@22%,0.16,0,0,0,0,0,0,-0.090497738,Yes,0,53.04,50,37,4
09/03/2023,30.36,30.36,300,02/03/2023,7,@23%,0.12,0,0,0,0,0,0,-0.007843137,Yes,1,30.6,11,15,12
03/04/2023,,41.4,300,15/03/2023,19,@22%,0.08,0,0,0,0,0,0,0.296992481,Yes,0,31.92,12,19,2
11/04/2023,,48.12,299,14/03/2023,28,@22%,0.22,0,0,0,0,0,0,0.075067024,Yes,0,44.76,129,9,2
27/03/2023,,34.68,1200,27/02/2023,28,@22%,0.12,0,0,0,0,0,0,0.086466165,Yes,0,31.92,89,19,2
21/03/2023,,69.72,450,19/03/2023,2,@23%,0.13,0,0,0,0,0,0,-0.023529412,Yes,0,71.4,55,34,3
30/03/2023,,48.12,439,30/03/2023,0,@22%,0.05,0,0,0,0,0,0,-0.019559902,Yes,0,49.08,7,8,2
07/04/2023,48.12,48.12,1159.99,21/03/2023,17,@23%,0.17,0,0,0,0,0,0,0.16909621,Yes,1,41.16,0,14,12
01/03/2023,,48.12,200,01/03/2023,0,@23%,0.12,0,0,0,0,0,0,-0.012315271,Yes,0,48.72,57,12,4
09/03/2023,,48.12,300,23/02/2023,14,@23%,0.11,0,0,0,0,0,0,0.245341615,Yes,0,38.64,129,25,2
28/03/2023,63.6,63.6,340,28/03/2023,0,ASIS FEE,1,0,0,0,0,,,0,No,1,63.6,62,37,4
24/04/2023,45.96,45.96,269,24/04/2023,0,ASIS FEE,1,1,4,8,4,2,277.05,0,No,1,45.96,57,11,1
28/03/2023,,69.72,500,28/03/2023,0,@23%,0.16,0,0,0,0,0,0,0.010434783,Yes,0,69,57,36,4
03/03/2023,,48.12,309.99,03/03/2023,0,@22%,0.11,0,0,0,0,0,0,0.148997135,Yes,0,41.88,62,25,2
15/03/2023,48.24,48.24,214.83,12/10/2022,154,@23%,0.18,0,0,0,0,0,0,0.151862464,Yes,1,41.88,57,24,2
08/03/2023,,48.12,599,03/03/2023,5,@23%,0.16,0,0,0,0,0,0,-0.012315271,Yes,0,48.72,57,12,4
13/04/2023,,150,1200,11/04/2023,2,@23%,0.04,0,0,0,0,0,0,0.21124031,Yes,0,123.84,98,34,3
14/04/2023,,56.64,259.99,22/02/2023,51,@23%,0.49,1,1,1,0,,,-0.197278912,Yes,0,70.56,16,37,4
04/04/2023,,33.48,279,01/05/2022,338,ASIS FEE,1,1,5,11,6,3,318,0,No,0,33.48,108,35,14
23/04/2023,,34.68,89,23/04/2023,0,ASIS FEE,1,1,3,3,0,1,317.53,0,No,0,34.68,56,35,14
26/03/2023,,53.4,319,23/08/2022,215,@22%,0.23,0,0,0,0,0,0,0.115288221,Yes,0,47.88,17,12,4
06/03/2023,,48.12,659,06/03/2023,0,@23%,0.14,0,0,0,0,0,0,0.148997135,Yes,0,41.88,57,8,2
04/04/2023,112.56,112.56,1000,29/03/2023,6,@22%,0.06,0,0,0,0,0,0,0.299168975,Yes,1,86.64,74,34,3
25/03/2023,,47.76,499,24/03/2023,1,@23%,0.38,1,1,1,0,,,0.140401146,Yes,0,41.88,57,8,2
09/03/2023,38.04,38.04,300,10/03/2021,729,@23%,0.31,0,0,0,0,0,0,-0.156914894,Yes,1,45.12,0,11,1
15/03/2023,,86.4,349,15/08/2022,212,@22%,0.24,0,0,0,0,0,0,0.299638989,Yes,0,66.48,56,37,4
09/03/2023,,48.96,400,16/02/2023,21,ASIS FEE,1,0,0,0,0,0,0,0,No,0,48.96,54,16,12
12/03/2023,,34.92,300,28/02/2023,12,@22%,0.15,0,0,0,0,0,0,-0.058252427,Yes,0,37.08,129,19,2
06/03/2023,69.72,69.72,244.99,24/02/2023,10,@23%,0.25,0,0,0,0,0,0,0.169014085,Yes,1,59.64,62,37,4
07/04/2023,,69.72,429,06/04/2023,1,@23%,0.14,0,0,0,0,0,0,0.030141844,Yes,0,67.68,57,37,4
28/03/2023,,53.4,379,06/03/2023,22,@23%,0.11,0,0,0,0,0,0,0.090686275,Yes,0,48.96,21,11,1
12/03/2023,47.76,47.76,340,08/03/2023,4,@23%,0.23,1,1,1,0,1,83.51,0.160349854,Yes,1,41.16,7,11,1
01/03/2023,,69.72,419,28/02/2023,1,@23%,0.19,0,0,0,0,0,0,0.030141844,Yes,0,67.68,57,37,4
20/03/2023,86.4,86.4,350,17/10/2022,154,@22%,0.24,0,0,0,0,0,0,0.299638989,Yes,1,66.48,17,37,4
19/04/2023,,55.8,399,19/04/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,0,55.8,74,37,4
10/03/2023,34.8,34.8,284,14/02/2023,24,@22%,0.18,0,0,0,0,0,0,-0.049180328,Yes,1,36.6,57,15,12
24/04/2023,,47.76,399,24/04/2023,0,@23%,0.14,0,0,0,0,0,0,-0.144086022,Yes,0,55.8,74,37,4
27/03/2023,48.12,48.12,470,16/12/2020,831,@22%,0.76,1,2,2,0,,,0.098630137,Yes,1,43.8,21,25,2
03/03/2023,69.72,69.72,400,05/03/2023,-2,@22%,0.23,0,0,0,0,0,0,0.096226415,Yes,1,63.6,57,37,4
24/03/2023,34.68,34.68,300,24/07/2022,243,@22%,0.23,0,0,0,0,0,0,0.086466165,Yes,1,31.92,12,19,2
11/04/2023,,44.28,219,07/04/2023,4,@22%,0.1,0,0,0,0,0,0,0.111445783,Yes,0,39.84,56,25,2
24/03/2023,,48.24,292.54,15/03/2023,9,@23%,0.22,0,0,0,0,0,0,-0.191146881,Yes,0,59.64,57,37,4
15/04/2023,47.76,47.76,559.99,15/03/2023,31,@23%,0.08,0,0,0,0,0,0,0.121126761,Yes,1,42.6,12,11,1
28/03/2023,,69.72,449,28/03/2023,0,@22%,0.12,0,0,0,0,0,0,0.048736462,Yes,0,66.48,56,37,4
09/03/2023,,66.48,325,28/02/2023,9,ASIS FEE,1,0,0,0,0,0,0,0,No,0,66.48,56,37,4
15/03/2023,,45.12,244.99,30/11/2022,105,ASIS FEE,1,0,0,0,0,0,0,0,No,0,45.12,67,11,1
08/03/2023,,91.68,250,01/03/2023,7,@22%,0.12,0,0,0,0,0,0,0.299319728,Yes,0,70.56,16,37,4
29/03/2023,,29.28,729,06/03/2023,23,@23%,0.19,0,0,0,0,0,0,0.051724138,Yes,0,27.84,89,9,2
25/03/2023,,45.6,277.52,17/03/2023,8,@22%,0.14,0,0,0,0,0,0,-0.162995595,Yes,0,54.48,7,37,4
05/04/2023,43.44,43.44,270,03/02/2023,61,@22%,0.11,0,0,0,0,0,0,0.297491039,Yes,1,33.48,25,15,12
24/04/2023,38.04,38.04,175,10/04/2023,14,@22%,0.12,0,0,0,0,0,0,0.025889968,Yes,1,37.08,129,19,2
31/03/2023,,53.4,419.99,29/03/2023,2,@22%,0.08,0,0,0,0,0,0,0.183510638,Yes,0,45.12,11,16,12
04/04/2023,,53.4,285,28/02/2023,35,@22%,0.07,0,0,0,0,0,0,0.297376093,Yes,0,41.16,7,11,1
03/04/2023,,48.12,335,03/03/2023,31,@22%,0.15,0,0,0,0,0,0,0.16909621,Yes,0,41.16,129,24,2
18/03/2023,,48.24,289,18/12/2022,90,@22%,0.17,0,0,0,0,0,0,0.069148936,Yes,0,45.12,77,16,12
11/03/2023,,32.4,150,11/03/2021,730,@23%,0.81,1,3,3,0,,,-0.065743945,Yes,0,34.68,7,14,12
30/03/2023,,41.88,599,29/03/2023,1,ASIS FEE,1,0,0,0,0,0,0,0,No,0,41.88,18,8,2
23/03/2023,31.68,31.68,200,25/03/2023,-2,@23%,0.67,1,5,18,13,2,230.03,-0.195121951,Yes,1,39.36,127,12,4
27/03/2023,,48.24,479.99,17/03/2023,10,@22%,0.08,0,0,0,0,0,0,0.069148936,Yes,0,45.12,129,11,1
01/03/2023,48.12,48.12,200,03/03/2023,-2,@22%,0.2,0,0,0,0,0,0,-0.193158954,Yes,1,59.64,62,37,4
28/02/2023,,29.4,500,03/02/2023,25,@23%,0.6,1,3,11,10,2,244.45,-0.152249135,Yes,0,34.68,0,19,2
